userName,score,at,content
Ujang Ruswandi,1,2023-01-24 06:58:19,Online kok harus ke dukcapil/kecamatan untuk scan barcode. Sungguh melucu 😏
fenti yenni,5,2023-01-24 06:55:04,Terima Kasih dukcapil
irma suryana,5,2023-01-24 06:33:59,Mantap
Miftahul Silmi,5,2023-01-24 06:32:57,Makasih dukcapil
Sri Putri ananda,5,2023-01-24 06:23:46,Terimakasih dukcapil
Raska zidan Ramadhan,5,2023-01-24 06:18:33,Terima kasih dukcapil
Andika Saputra,5,2023-01-24 06:03:00,Mantap
Alfu Rahma,1,2023-01-24 06:02:57,Apk buruk gak bisa di buka
Ardiansah Ardiansah,5,2023-01-24 06:00:51,Terimakasih dukcapil
Neneng Susilawati,5,2023-01-24 05:59:08,Oke
Megi Saputra,5,2023-01-24 05:32:32,"Alhamdulillah berkat Ktp online pelayanan semakin mudah, cepat dan praktis"
Rose Meriana,5,2023-01-24 05:19:00,Sangat berguna
SISRIKA AZZUHROTUN HUSNA,5,2023-01-24 05:18:47,Terimakasih dukcapil
SUHARTONO NONO,5,2023-01-24 05:18:16,Saya sangat senang
PAPA DICKA Brigade YVCI,5,2023-01-24 05:14:13,Semoga aplikasinya berjalan baik
Melda Melian,5,2023-01-24 05:11:35,Terimakasih dukcapil
marta iwan zuanda,5,2023-01-24 05:07:42,Dengan aplikasi ini kita bisa lebih mudah dalam urusan administrasi kedepan.
depi agusman,5,2023-01-24 05:01:49,Terimakasih dukcapil
Aura Putri Ramadhani,5,2023-01-24 04:53:53,Terimakasih dukcapil
Alqis Faza,5,2023-01-24 04:53:45,Mantap
Emi Mujiratmi,5,2023-01-24 04:51:06,Sangat berguna
Afrida,5,2023-01-24 04:47:17,Terimakasih dukcapil
Loppa Pole,5,2023-01-24 04:45:17,Ini sangat baik
I 4 22 I gede aryo mahendra,5,2023-01-24 04:37:13,Aplikasi yang mendukung aktivitas dan sangat baik..
Has Ni,5,2023-01-24 04:36:47,Terima kasih dukcapil
ENDANG BUDIHARTININGSIH,5,2023-01-24 04:34:20,Baik
Eyank Eza ara,5,2023-01-24 04:33:21,Mantap....
alisadikin lydia,5,2023-01-24 04:30:24,Maju terus dukcapil
O.L Bernadetha Simanjuntak,5,2023-01-24 04:30:09,Mantap
Kanal 13,1,2023-01-24 04:28:49,Katanya Digital koq masih harus ke kantor dukcapil?
Dedy Marka,5,2023-01-24 04:26:44,Dukcapil Luas biazaa....
raimon smkn7,5,2023-01-24 04:25:24,"Siap, mantap"
Fachrul Sidiq Suharman,5,2023-01-24 04:23:52,Memuaskan
Anita Rachmasari,5,2023-01-24 04:23:11,Baik
Ratna Dewi,5,2023-01-24 04:18:08,Terimakasih dukcapil
Ali Askar,5,2023-01-24 04:11:01,Mantap
Faiz Majid,5,2023-01-24 04:09:10,Terimakasih dukcapil
Rosita Ochi,5,2023-01-24 04:06:32,Baik
Annuri fijri,5,2023-01-24 04:05:57,Baik sekali
Cantik Autoclub,5,2023-01-24 04:02:53,Oke
Astutik Amriyani,5,2023-01-24 04:02:15,Baik
Syahnini Suryati,5,2023-01-24 04:01:36,Alhamdulillah
Mud Hari,5,2023-01-24 03:55:41,Bagus
Amira Balqis,5,2023-01-24 03:55:00,sangat bermanfaat
Levyance Ramandha,5,2023-01-24 03:54:59,Bermanfaat
Asigi Asigi,5,2023-01-24 03:53:04,Mantaaappp
Siti Mutmainah,1,2023-01-24 03:50:15,"HP android sudah memenuhi syarat, tpi ketika download sllu terjadi kesalahan. Alhasil KTP blm bisa di proses. Mhon solusinya 🙏"
Ach Barok,5,2023-01-24 03:47:48,Menyenangkan
Evi Lindra,5,2023-01-24 03:47:09,Bagus
Fadillahmf,2,2023-01-24 03:44:02,Aplikasi masih sering error dan tidak di semua device berfingsi dengan baik. Mohon beri opsi pengisian via website agar lebih mudah.
Tyas Paramita,5,2023-01-24 03:43:18,Bagus
ARIEF Zain,5,2023-01-24 03:42:35,Bermanfaat
Jihan Dafa,5,2023-01-24 03:37:27,Bagus
Angel Eka putri,5,2023-01-24 03:37:18,Good
Luthfi Hamzah,5,2023-01-24 03:34:41,Bagus
Ailla Safitri,5,2023-01-24 03:31:28,Aplikasinya sangat membantu
Festi Armiyati,5,2023-01-24 03:30:43,Bagus
Radex Dex,5,2023-01-24 03:25:51,Mantap
Nani Andriani,5,2023-01-24 03:21:48,Aplikasinya mantap
Andhika Papa Zahra,1,2023-01-24 03:19:41,"Jangankan masuk ke aplikasinya untuk daftar saja ada pemberitahuan koneksi terputus... Tolong diperbaiki lagi aplikasinya, jangan malah mempersulit seperti ini"
Andri Darwin,5,2023-01-24 03:11:27,Mantap
Puji Astuti,5,2023-01-24 03:09:31,Aplikasi IKD ini sangat membantu masyarakat
Jariah 1703,5,2023-01-24 03:08:30,Bagus
Faiz Faiz,5,2023-01-24 03:07:58,Mantap
AKMAL AKMAL,5,2023-01-24 03:03:48,Dukcapil.Oke
Mariati Ragil,5,2023-01-24 03:02:34,Ikd ini positif sekali membantu masyrakat
Meriyanto Meri,5,2023-01-24 02:59:46,Sangat bagus sekali IKD ini membantu masyarakat
Ahmad Fahreza Tanjung,5,2023-01-24 02:56:55,Sangat membantu sekali.. Terima kasih capil
Ferynovita Sari,5,2023-01-24 02:55:28,Terima kasih dukcapil... Transformasi menuju digital
Ade siregar,5,2023-01-24 02:55:25,apalikasih nya sangat membantu
kelvin Briliant,5,2023-01-24 02:52:48,Aplikasi nya sangat bagus
Yolan Dani,5,2023-01-24 02:52:26,"Mau daftar, trus muncul permintaan scan kode QR , kode QRnya dapet dari mana, apa kita harus datang ke dukcapil utk dapat kode QRnya"
suprayitno tj,5,2023-01-24 02:50:06,"Ikd sangat bagus sekali, layak bintang 5"
Khansa Ulayya Channel,5,2023-01-24 02:49:37,Ok mantap
muhammad alisni,5,2023-01-24 02:45:36,Luar biaaazzzaaaa
sobrun jamilah,4,2023-01-24 02:42:27,Ikd ini sangat membantu masyarakat
Mukh Muslikh,5,2023-01-24 02:35:21,Gak
Giarti Cintya,5,2023-01-24 02:32:28,Sangat membantu dalam kelengkapan berkas
Muhammad Joni,5,2023-01-24 02:29:34,luar biasa
YT S,5,2023-01-24 02:26:52,Oke sekali
Deo Agus D.,5,2023-01-24 02:18:59,Saat puas
Gusti Juliarta,5,2023-01-24 02:14:30,Sangat puas
Rines Heins,5,2023-01-24 02:14:25,Ok punya
sas nita,5,2023-01-24 02:13:28,"Dukcapil Merangin, Mantap"
fajar gunawan8,5,2023-01-24 02:10:57,Sangat membantu sekali
Ahmad Yusan Hidayahtulloh,5,2023-01-24 02:10:19,"Aplikasi berfungsi normal, mudah di gunakan serta pelayanannya cepat"
Harmawati Idris,5,2023-01-24 02:08:26,"Pelayanannya bagus ,cepat dan petugasnya ramah....."
Angga Desra,5,2023-01-24 02:07:51,Merangin
Adiasto Rananto,5,2023-01-24 02:04:42,Mantap .. sangat membantu
Dyan Ratna,5,2023-01-24 01:49:14,menuju era digital identity
Yulfina Capil,5,2023-01-24 01:43:33,Mantap 👍
best rahmad,5,2023-01-24 01:40:22,Good
Adek Putra,5,2023-01-24 01:39:50,"Mantap, ada kemajuan"
Cak Die,5,2023-01-24 01:36:41,"Sangat bermanfaat, tdk perlu takut kehilangan KTP dan KK, sudah ada di HP semua...trims Dukcapil"
Media Hendriko,5,2023-01-24 01:32:27,Dukcapil bisa dan mantap
Rivan Sabanari,5,2023-01-24 01:28:18,Aplikasi bagus
Reli Putri,5,2023-01-24 01:26:35,Sangat bermanfaat
Gusti Ayu Eny Yustina,5,2023-01-24 01:21:20,Bagus
Bunda Sunaryati,5,2023-01-24 01:16:07,Good
ima yanti,5,2023-01-24 01:13:44,Aplikasi yang sangat membantu!
Suryadi,1,2023-01-23 23:32:12,Untuk verifikasi knp harus pake barkod yg di capil? Knp verifikasi ga pake kode OTP saja dikirim ke no hp / email? Ribet bener...
Langkah Petualang,1,2023-01-23 21:57:51,"Kenapa perangkat saya gak bisa install aplikasi ini ya, utk syarat min android 5 dan perengkat saya sudah di android 9"
rumah embun,5,2023-01-23 20:25:33,Dukcapil bisa dan mantap
arfan hesnu,5,2023-01-23 18:06:29,Dukcapil bisa.
dimas salud,1,2023-01-23 17:13:24,"Instal aplikasi ini jam 10 malem.. Lgsg registrasi, udh nyisir rambut rapi² biar ganteng pas ambil foto.. Eh.. Ujung²nya mnt barcode ke kantor dukcapil.. Kan kampffreett.. Autooo unistaalll...."
Andri Pratama,1,2023-01-23 15:04:40,Ini app g jelas bner tujuanya mau mempermudah masyarakat.. Apa cma mau cari cuan dari app.. Cobalah KTP KK itu dkasih fitur downloadnya.. Kepala keluarga bisa mendownload semua ktp anggota kluarga.. Itu bru namanya mempermudah..
Widya Anggraini Prasetyo,5,2023-01-23 13:00:54,Aplikasi sangat mudah di gunakan
Adi Aja,5,2023-01-23 12:22:19,Keren
Agus Sukarmin,1,2023-01-23 12:11:15,Aplikasi ini kurang mutu katanya bisa onlain bikin indentitas melalui aplikasi ini tapi.pas mau daftar gabisa terus harus ada bercode
aditiya ramdani,3,2023-01-23 11:48:01,sangat membantu
Ari Hardianto,1,2023-01-23 10:40:21,Hahha ngapain online kalo masih harus minta barcode ke dukcapil. Buzzer sangat berkeliaran di apk ini gais yg ngasih bintang 5 🤣🤣
G Mahmud,1,2023-01-23 10:09:46,Aplikasi yang belum layak direaleas. Masa' masih harus scan barcode yang tidak dikirim melalui email..
Jalaludin Pribadi,5,2023-01-23 07:04:24,Super
Ahmad Jazuli,5,2023-01-23 06:06:49,Mantull
SIKO NGAN KATO,5,2023-01-23 06:06:48,Komplit
Toto Tohirudin,5,2023-01-23 05:51:24,Mantap.....sangat luar biasa
Yoga Priawan,5,2023-01-23 05:50:00,ok
Raffi Pancing,5,2023-01-23 05:48:52,"Lancar, Efektif dan Bagus"
Wo Putra,1,2023-01-23 04:43:31,Masih ribet amat...masih harus wira wiri ke dukcapil tuk scan barcode... Kalo ada yang lebih mudah jangan di ribet 😢
Bung Onald,1,2023-01-23 04:27:15,"Setelah pengisian form selesai dan ambil foto lalu ada pilihan scan QR, yang mau di scan ini kode apa?harusnya pusat dukcapil memudahkan masyarakat untuk melihat data identitas diri. Untuk pengurusan pembukaan rekening bank harus ada data KTP dan KTP nya harus online, malah yang ada saat verivikasi KTP di aplikasi pendaftaran pembukaan rekening bank data KTP tidak di temukan, saya mengkonfirmasi kepada keluarga saya di kota dimana KTP saya buat, orang tua saya bilang tidak ada perubahan di KKnya"
sarjan atilu,1,2023-01-23 00:57:36,"Untuk mendaftar secara individu masih belum bisa harus barcode ke petugas dukcapil masih ribet, boleh d tingkatkan lagi untuk apk nya agar dpt d gunakan online tanpa harus ke capil lagi."
Amii Heryadi,2,2023-01-23 00:53:00,"Tidak membantu sekali ya kalo saat d pinta fc KTP, dan ini tuh harus online jd saat data habis tdak bisa membuka apk nya.."
Ardi Prasetyo,1,2023-01-22 18:04:27,Tidak bisa ambil foto selfie..
Heri yus rizal Rizal,2,2023-01-22 13:49:30,Baru mau coba sambil memahami
Maman Solihin,1,2023-01-22 12:43:51,"Kalo ujungnya harus kedukcapil lagi ngapain buat aplikasi segala kalo sama ribetnya, auto uninstal"
dias Yuliana,1,2023-01-22 12:14:09,Sangat tidak praktis. Bikin aplikasi biar bisa diakses dimanapun kok kita disuruh scan barcode ke dukcapil tempat kita bikin ktp. Yang merantau menangis
Widi Ant,1,2023-01-22 11:02:52,RIBET HARUS DATANG KE KANTOR CAPIL BARCODE SEGALA MACAM 😅
Farlis ałıčë,5,2023-01-22 10:08:27,"Aplikasi yang sangat bagus dan sangat bermanfaat. Tinggal di sosialisasikan ke lembaga penggunanya agar semua bisa support ktp digitalnya. Memang data pribadi harus lebih hati2, mulai dari proses pembuatan hingga penggunaannya... sukses terus Dukcapil. Keren"
LIEL JUANDA,3,2023-01-22 07:46:36,"Sdh 2 bulan kok statusnya msh sama, perangkat ini sedang dalam proses registrasi?"
junaidi abdillah,1,2023-01-22 04:48:17,"seharusnya untuk verifikasi dan validasi langsung dilakukan secara otomatis seperti aplikasi bank dan sejenisnya, ini masih harus scan kode QR dari dukcapil, kan sama aja jadinya kita pergi lagi antri ke dukcapil. Mending tidak usah pake aplikasi sekalian kalo masih nunggu dari petugasnya"
ratna dwi rahayu,5,2023-01-22 04:26:33,"Sebagai pengguna aplikasi ini sangat berguna dan memiliki banyak manfaat, semoga kedepan akan lebih dikembangkan lagi"
Anto Herianto,5,2023-01-21 15:59:46,Baik
reizha izzati haziqqah,5,2023-01-21 12:47:33,Semoga update selanjutnya bisa dipake aecara offline.. dan kalau ada perubahan data dokumen baru harus online ..
aggoy fitriyanto,1,2023-01-21 12:37:54,"Saat ingin daftar , nik..KK..no..Gmail.. Semua bisa kumasukkan Tapi pas udah masuk ..dimintain scan barcode... Scan apa ya bingung saya"
Mang Sugus,5,2023-01-21 12:05:46,Baik
Victorya Chess,5,2023-01-21 11:31:55,Mantap coy... Oh ya Dokumen pendukung kayak Surat Vaksin gak muncul...
Afand Ramdan,4,2023-01-21 10:44:32,sangat membantu
Misri Misri,2,2023-01-21 08:08:07,"Saya lupa pasword gk bisa masuk , tapi gk ada pilihan lupa pasword untuk setting pasword baru , tolong dong ini aplikasi gimana .. Udh gitu ktp digital tidak bisa di gunakan di perbankan , gk bisa buat pembukaan rekening bank atau yang berhubungn dengn bank , sementara mau bikin ktp fisik susah banget di jawa tengah , kata petugansnya tdk ada blanko nya , jadi gimana sekarang serba digital , ktp digital ,tapi ttp aja masih nyusahin"
Purnama Sari,5,2023-01-21 05:36:59,IKD keren
Dede Ahmad,5,2023-01-21 05:15:20,Oke
Luthfi Aqib,1,2023-01-21 05:13:12,Masih Susah... Tolong untuk kebutuhan file KTP Dipermudah. Harusnya dimenu bagikan langsung bagikan kartu KTP bentuk JPG atau File lain biar mudah
Dessy Rasyid,5,2023-01-21 04:33:10,Top
Titiek Supadmi,5,2023-01-21 04:24:36,Purna TNI IKD Jozz
Vira Surya,5,2023-01-21 04:15:52,Mantap
dudi wiguna,5,2023-01-21 04:12:33,IKD Praktis
Ijang Tio,5,2023-01-21 04:11:41,Saya sangat setuju untuk mempermudah akses dalam kegiatan apa pun
Fita Nur fatimah,5,2023-01-21 04:03:39,Dukcapil mantap👍👍👍
Rahino 28,5,2023-01-21 03:58:47,Terima kasih pelayanan KTP elektronik the Bess
M Akbar Pora,5,2023-01-21 03:52:03,Semoga kedepannya lebih baik lagi. Sukses untuk inovasinya
Tati Haryani,5,2023-01-21 03:46:38,Aplikasinya bagus pelayanan nya cepat pokonya bagus deh
Ria Safitri,5,2023-01-21 03:35:22,Ok
FPP B4 06 Filomena Inzensia Patrisia Fatie,5,2023-01-21 03:33:51,"Saya sangat Senang dengan menggunakan Aplikasi ini,karena dengan ini saya bisa dengan mudah dan cepat melakukan Perjalanan baik dari udara ataupun darat dengan cepat tanpa menunjukan identitas saya berupa KTP asli"
Cindua 46,5,2023-01-21 03:28:58,Bagus ini harus segera direalisasaikan ke seluruh Indonesia
Andri Joehari,5,2023-01-21 03:22:10,Semoga segera terintegrasi
Ayat Hidayat,5,2023-01-21 03:21:31,mantap full
Nia Kanianingsih,5,2023-01-21 03:18:34,Alhamdulillah ktp digital udah aktif... trimakasih
Dede Mahmiludin,5,2023-01-21 03:18:10,Excellence banget
Ichsan Papaeh rafael,1,2023-01-21 03:08:51,"Katanya online tp knapa harus scan barcode dari petugas dukcapil,itu sama aja kita datang dan antri panjang di dindukcapil,,, hhhhh ini bukan aplikasi solusi mah,tp ribet da menyusahkan."
Yayang Aprilia,5,2023-01-21 03:06:24,Mannttaaapppp
Suryana,5,2023-01-21 02:51:33,Hatur nuhun setelah aktivasi KTP digital sudah bisa aktif di hp
Evi Abu Hanifah,5,2023-01-21 02:49:59,Mantap
33.0078 IRVAN ALVHAREL GINTING MANIK,5,2023-01-21 02:34:38,sangat membantu.
Nanang Naisabur,5,2023-01-21 02:18:52,Sangat membantu...luar biasa
ceceng al-fatah,5,2023-01-21 02:17:38,Aplikasi ini sudah berjalan dengan baik
Tisna Rasiam Asmali,5,2023-01-21 02:15:36,Dukcapil mantap
samino samino,5,2023-01-21 01:59:29,"Lebih praktis,pelayanan sangat memuaskan."
Ceceng Kurnia,5,2023-01-21 01:42:17,Pelayanan mudah dah memuaskan
Jemmy Tiwery,5,2023-01-21 01:27:56,Aplikasi yang sangat bermanfaat. Terima kasih Ditjen Dukcapil.
Cunay Chack,1,2023-01-21 01:03:01,mentok di scan barcode ga guna sekali
Rega Permana,1,2023-01-20 23:04:32,4 hari sudah daftar namun gak ada juga email masuk..... begini lah indonesia bikin ktp lama jadi aplikasinya pun susah daftarnya
Ayatullah Rachim,5,2023-01-20 22:10:30,Mantaff
mas boy212,1,2023-01-20 21:41:08,Masih oon yg bikin
Novan Photo (Novan Photo),5,2023-01-20 19:47:29,Mantap aplikasinya
Roy Martin,1,2023-01-20 17:04:58,"Ribet mau foto copy lama + klo kenapa"" di jalan susah ngga tau alamatnya"
elvina wahyu nengsih,5,2023-01-20 16:42:05,"IKD mantul, mudah digunakan dan sangat bermanfaat dalam mempercepat transaksi pelayanan publik"
Marsel Pitang,5,2023-01-20 14:01:43,Bagus
Fetri Iryanti,5,2023-01-20 13:45:09,IKD is the best 👍🏻👍🏻👍🏻
Yulianti Uli,5,2023-01-20 13:28:51,Memuaskan
Basri Capri (Basri Unggan servis),1,2023-01-20 13:19:02,"Aplikasi nya suda di dwonlod,tapi pas daftar menggunkan kamera,malah gk bisa dan erorr,akhirnya di hapus lagi."
Pandam Koto,5,2023-01-20 12:23:33,Bagus sekali
Aun Bodchan,5,2023-01-20 11:54:31,Bagus sekali
W&N Gaming,5,2023-01-20 11:51:40,Mudah daftarnya
Amri arif,5,2023-01-20 11:30:22,Ga perlu bawa kartu ktp. Keren
Taufik saleh,2,2023-01-20 11:25:18,Aplikasi masih setengah matang 😁😁😁
"Ariya , SH",5,2023-01-20 11:22:41,Mantab & keren gak perlu capek lagi nenteng ktp-el dengan aplikasi ini semua di buat praktis dan 1aplikasi sudah memuat semua kartu seperti kartu vaksi dan NPWP... Layak aq kasi 5 bintang
fitriibrahim97_,3,2023-01-20 11:17:24,"Kartu vaksin booster apa blm d updte? Mlah saya udah d booster 2 lohh🤭 (vaksin 4) Mmmm btw kartu kis saya nomernya slah, itu px bapak saya, STNK ama sim apa gk d msukin juga? Smoga di upgrade lg biar lbih canggih🙏"
jose samuel ivander,5,2023-01-20 10:58:07,sangat membantu
Jojo Tio,5,2023-01-20 10:48:33,Semoga dapat berguna bagi bangsa dan negara😃
Susilia D.P.T Manuas,5,2023-01-20 10:38:43,dengan aplikasi ini saya merasa sangat terbantu apalagi saat ini adalah era digital😁🙏
Intan Nur Aini,5,2023-01-20 10:34:12,"aplikasinya bagus dan berguna, serta memberi kemudahan untuk pelayanan digital"
33 Sabila Wirabuana,5,2023-01-20 10:33:37,sukses selalu!!!
Haula khairiyah Attiya Aira,5,2023-01-20 10:32:13,Sangat bagus
Anisha Batelonga,5,2023-01-20 10:21:29,Sangat bagus
Rian Sabrian,5,2023-01-20 10:18:04,Aplikasi ini membantu sekali
Azka doang,5,2023-01-20 10:15:11,mantap
15.J5 Agerince Dowansiba,5,2023-01-20 10:08:00,Sangat menyenangka
Puteri A Mengi Uly,5,2023-01-20 09:59:29,"aplikasinya bagus, lancar, mudh dipake"
Virdaus Rizqi Awalia,5,2023-01-20 09:53:41,Sangat berguna sekali
Yunita Mundaeng,1,2023-01-20 09:37:02,Lolo kehe
indri yani,5,2023-01-20 09:29:00,"Pelayanan cepat, dan memuaskan"
UMMU SIREGAR,5,2023-01-20 09:26:24,Ikd oke
Imran Siregar,5,2023-01-20 09:18:26,Sangat bermanfaat.
Geta Rompis,5,2023-01-20 09:15:32,Sya sngat trbantu dengn aplikasi ini🙏
Franky J,5,2023-01-20 09:14:53,Dukcapil bisa
Dewi A. Hadad,5,2023-01-20 09:14:44,"Sangat bermanfaaf sekedar saran pal Dirut Kalau boleh ada regulasi yg lebih memperkuat qta supaya instansi penguna bisa menerima dokumen tanpa fisik karena di pihak penguna tidak menerima hanya pakai IKD. MKSIH SALAM "" GISA """
Dêmianus Kayåme,5,2023-01-20 09:13:21,🔥✌🏼
J4_19_Marcella Lamtio Avianna,5,2023-01-20 09:13:18,"Proses daftarnya mudah, satu data dalam satu aplikasi. Semua jadi simple"
echon df,5,2023-01-20 09:13:16,Apk yang sangat berguna dan bermafaat terimakasih.
yoshiro channel,1,2023-01-20 09:10:15,Knp hrz pakai petugas dukcapil sgala sich.. Itu yg bikin repot rakyat. Jd nya rakyat malaz untuk daftar ktp digital. Sehrus nya di buat mudah donk.
Bagas Wisnu,5,2023-01-20 09:09:11,"Apk perbaiki lagi donk,malah mempersulit ajg"
Heri Herdiana,5,2023-01-20 09:07:53,Identitas dalam genggaman. Mantap 👍👍👍
F Abukasim,5,2023-01-20 09:02:32,mantap
Raihan Dzakwan,5,2023-01-20 08:57:49,aplikasinya bagus mantap cepat
Muh Faqihusman,5,2023-01-20 08:56:31,Aplikasinya sangat memudahkan saya untuk mengakses identitas kependudukan milik saya
nurzohainis rahmawati,5,2023-01-20 08:56:04,sangat berguna... efisiensi pembelian keping fisik dan efisiensi pelayanan
Fitrah Mochtar,5,2023-01-20 08:53:07,mantap apk sangat membantu
Joko Budi,5,2023-01-20 08:50:06,baik
J3_ 16_ Angelina elizabet hutasoit (Jel),5,2023-01-20 08:48:04,Cepat dan efektif
tito mizteriuz,5,2023-01-20 08:46:57,Mantap KTP Digitalnya
Lina Saragi,5,2023-01-20 08:44:48,good
Irfan Maulana M,3,2023-01-20 08:41:00,"Aplikasinya sangata bagus tapi tolong supaya bisa support di semua hp android, karena banyak yang bisa terinstall tapi tidak bisa di buka aplikasinya.."
33 Rizqan Halala,5,2023-01-20 08:40:00,Good job
Kavalier,1,2023-01-20 08:31:50,"No NIK benar alamat email juga sudah benar dan hppun benar tetap susah masuk aplikasinya ,bikin pusing dan ribet"
Dwi Situmorang,5,2023-01-20 08:31:32,Aplikasi nya sangat berguna
cici pardosi,5,2023-01-20 08:31:06,Bagus
Rusman Pawuah,5,2023-01-20 08:29:05,IKD memang sdh luar biasa 👍
Subandrio ismail,5,2023-01-20 08:28:50,IKD yang paling mantan dan bagus di gunakan..👍👍
Rajak Lotar,5,2023-01-20 08:21:55,Program yg luar biasa membantu pelayan yg memudakn masyrakat brafo IKD dukcapil bisa3 x
Darul,5,2023-01-20 08:20:47,Merasa terbantu
Rosi mawarni Purba,5,2023-01-20 08:17:57,Aplikasi sangat berguna
JENDRAL DESA,4,2023-01-20 08:17:22,Mantap
Nur Imran,5,2023-01-20 08:16:39,Keren
Mansur Taris,5,2023-01-20 08:16:32,Bermanfaat
anas tatia,5,2023-01-20 08:16:03,Aplikasinya bagus
Sopan Hadi,5,2023-01-20 08:13:55,Mantap
bambang fataruba,5,2023-01-20 08:13:17,Identitas Kependudukan Digital Mantap. Dirjen Dukcapil - Kemendagri TOP Bangat
Revan Gaming,5,2023-01-20 08:11:11,aplikasinya membantu banget
Debby Purba,5,2023-01-20 08:09:54,Sangat membantu
Yanti Sidabalok,5,2023-01-20 08:03:53,Baguss dan mudah untuk digunakan
Jesika Tampubolon,5,2023-01-20 08:02:54,Sangat membantu
Novanti Canew,5,2023-01-20 08:01:59,mantap
Fransiskus Tan Mamana Tarigan,5,2023-01-20 08:01:54,Aplikasi berjalan dengan baik
debora anjelina,5,2023-01-20 08:00:14,Good
HanHan 16,5,2023-01-20 08:00:04,Bagus sih mudah ga ribet
faza shufie,5,2023-01-20 07:59:29,Dukcapil mantap
Nabila Putri,5,2023-01-20 07:58:31,Praktis sekali
Mochamad Jemmy,5,2023-01-20 07:56:32,Sangat membantu terima kasih dukcapil
M Dustin Toyibhi,5,2023-01-20 07:56:23,"terima kasih kepada disdukcapil jawa barat yang telah mendigitalisasikan ktp saya, pelayanannya sangat memuaskan dan nyaman."
F-11 20 Salahudin Ansari,5,2023-01-20 07:55:28,Bagus Untuk pengembangan KTP kedepannya karena sudah digital. Semoga bisa lebih baik lagi kedepannya
Sitti Ramlah,4,2023-01-20 07:55:25,Aplikasi ini sangat memudahkan masyarakat...
Devan as,5,2023-01-20 07:53:16,bagus bangettt
Sigit Pratama,5,2023-01-20 07:53:02,"Alhamdulillah .. semua nya berjalan dengan baik dan lancar ,"
